,Generation,Best Solution,m,n,k,Iteration
0,20000,22756,2,8,20,49
2,1000,33940,2,8,50,49
1,10000,27549,2,8,50,49
0,20000,25062,2,8,50,49
2,1000,26133,3,3,10,49
1,10000,23912,3,3,10,49
0,20000,22817,3,3,10,49
2,1000,27512,3,3,20,49
1,10000,26518,3,3,20,49
0,20000,26048,3,3,20,49
2,1000,29146,3,3,50,49
1,10000,28280,3,3,50,49
0,20000,26562,3,3,50,49
2,1000,29769,3,5,10,49
1,10000,25233,3,5,10,49
0,20000,23309,3,5,10,49
2,1000,26498,3,5,20,49
1,10000,24422,3,5,20,49
0,20000,24023,3,5,20,49
2,1000,27052,3,5,50,49
1,10000,24308,3,5,50,49
0,20000,23542,3,5,50,49
2,1000,32221,3,8,10,49
1,10000,25348,3,8,10,49
0,20000,24027,3,8,10,49
2,1000,27655,3,8,20,49
1,10000,25262,3,8,20,49
0,20000,24054,3,8,20,49
2,1000,30323,3,8,50,49
1,10000,26993,3,8,50,49
0,20000,25085,3,8,50,49
2,1000,29269,5,3,10,49
1,10000,26979,5,3,10,49
0,20000,24997,5,3,10,49
2,1000,30379,5,3,20,49
1,10000,26671,5,3,20,49
0,20000,23632,5,3,20,49
2,1000,32190,5,3,50,49
1,10000,29234,5,3,50,49
0,20000,28326,5,3,50,49
2,1000,26814,5,5,10,49
1,10000,24138,5,5,10,49
0,20000,23939,5,5,10,49
2,1000,26848,5,5,20,49
1,10000,24684,5,5,20,49
0,20000,23454,5,5,20,49
2,1000,30321,5,5,50,49
1,10000,26641,5,5,50,49
0,20000,26188,5,5,50,49
2,1000,30775,5,8,10,49
1,10000,25372,5,8,10,49
0,20000,23877,5,8,10,49
2,1000,26551,5,8,20,49
1,10000,22923,5,8,20,49
0,20000,22848,5,8,20,49
2,1000,27843,5,8,50,49
1,10000,25466,5,8,50,49
0,20000,24389,5,8,50,49
2,1000,27178,2,3,10,50
1,10000,25530,2,3,10,50
0,20000,23382,2,3,10,50
2,1000,31917,2,3,20,50
1,10000,29510,2,3,20,50
0,20000,28488,2,3,20,50
2,1000,25568,2,3,50,50
1,10000,24937,2,3,50,50
0,20000,24190,2,3,50,50
2,1000,37212,2,5,10,50
1,10000,28767,2,5,10,50
0,20000,27021,2,5,10,50
2,1000,31353,2,5,20,50
1,10000,27816,2,5,20,50
0,20000,25160,2,5,20,50
2,1000,29855,2,5,50,50
1,10000,28648,2,5,50,50
0,20000,26384,2,5,50,50
2,1000,32240,2,8,10,50
1,10000,25695,2,8,10,50
0,20000,23507,2,8,10,50
2,1000,28115,2,8,20,50
1,10000,25264,2,8,20,50
0,20000,24095,2,8,20,50
2,1000,32345,2,8,50,50
1,10000,28424,2,8,50,50
0,20000,26658,2,8,50,50
2,1000,39514,3,3,10,50
1,10000,30005,3,3,10,50
0,20000,29157,3,3,10,50
2,1000,27223,3,3,20,50
1,10000,24910,3,3,20,50
0,20000,23393,3,3,20,50
2,1000,31443,3,3,50,50
1,10000,29906,3,3,50,50
0,20000,27930,3,3,50,50
2,1000,30196,3,5,10,50
1,10000,25381,3,5,10,50
0,20000,23766,3,5,10,50
2,1000,31223,3,5,20,50
1,10000,25977,3,5,20,50
0,20000,24442,3,5,20,50
2,1000,28082,3,5,50,50
1,10000,25525,3,5,50,50
0,20000,24637,3,5,50,50
2,1000,32685,3,8,10,50
1,10000,24788,3,8,10,50
0,20000,22702,3,8,10,50
2,1000,28130,3,8,20,50
1,10000,25880,3,8,20,50
0,20000,23853,3,8,20,50
2,1000,27293,3,8,50,50
1,10000,26203,3,8,50,50
0,20000,25168,3,8,50,50
2,1000,41691,5,3,10,50
1,10000,28610,5,3,10,50
0,20000,24423,5,3,10,50
2,1000,29395,5,3,20,50
1,10000,24590,5,3,20,50
0,20000,23821,5,3,20,50
2,1000,32349,5,3,50,50
1,10000,28499,5,3,50,50
0,20000,26523,5,3,50,50
2,1000,27095,5,5,10,50
1,10000,23418,5,5,10,50
0,20000,22761,5,5,10,50
2,1000,28937,5,5,20,50
1,10000,26223,5,5,20,50
0,20000,25660,5,5,20,50
2,1000,29391,5,5,50,50
1,10000,28188,5,5,50,50
0,20000,26606,5,5,50,50
2,1000,36464,5,8,10,50
1,10000,24813,5,8,10,50
0,20000,23471,5,8,10,50
2,1000,35062,5,8,20,50
1,10000,26657,5,8,20,50
0,20000,24923,5,8,20,50
2,1000,37690,5,8,50,50
1,10000,29310,5,8,50,50
0,20000,26877,5,8,50,50
2,1000,27444,2,3,10,51
1,10000,25953,2,3,10,51
0,20000,25632,2,3,10,51
2,1000,28779,2,3,20,51
1,10000,25434,2,3,20,51
0,20000,23868,2,3,20,51
2,1000,29783,2,3,50,51
1,10000,24906,2,3,50,51
0,20000,24378,2,3,50,51
2,1000,27105,2,5,10,51
1,10000,24088,2,5,10,51
0,20000,23445,2,5,10,51
2,1000,30126,2,5,20,51
1,10000,26136,2,5,20,51
0,20000,25546,2,5,20,51
2,1000,25901,2,5,50,51
1,10000,25331,2,5,50,51
0,20000,24647,2,5,50,51
2,1000,30704,2,8,10,51
1,10000,25231,2,8,10,51
0,20000,24095,2,8,10,51
2,1000,27205,2,8,20,51
1,10000,25327,2,8,20,51
0,20000,24485,2,8,20,51
2,1000,31243,2,8,50,51
1,10000,26817,2,8,50,51
0,20000,26416,2,8,50,51
2,1000,28394,3,3,10,51
1,10000,22447,3,3,10,51
0,20000,22031,3,3,10,51
2,1000,28304,3,3,20,51
1,10000,26730,3,3,20,51
0,20000,22872,3,3,20,51
2,1000,28989,3,3,50,51
1,10000,26950,3,3,50,51
0,20000,26131,3,3,50,51
2,1000,35497,3,5,10,51
1,10000,26204,3,5,10,51
0,20000,24496,3,5,10,51
2,1000,28207,3,5,20,51
1,10000,25584,3,5,20,51
0,20000,25296,3,5,20,51
2,1000,34998,3,5,50,51
1,10000,30277,3,5,50,51
0,20000,27959,3,5,50,51
2,1000,26396,3,8,10,51
1,10000,22105,3,8,10,51
0,20000,21911,3,8,10,51
2,1000,28406,3,8,20,51
1,10000,24641,3,8,20,51
0,20000,23758,3,8,20,51
2,1000,26256,3,8,50,51
1,10000,23993,3,8,50,51
0,20000,23629,3,8,50,51
2,1000,25795,5,3,10,51
1,10000,24761,5,3,10,51
0,20000,23765,5,3,10,51
2,1000,32999,5,3,20,51
1,10000,27621,5,3,20,51
0,20000,25143,5,3,20,51
2,1000,26288,5,3,50,51
1,10000,23915,5,3,50,51
0,20000,23450,5,3,50,51
2,1000,25994,5,5,10,51
1,10000,22817,5,5,10,51
0,20000,22508,5,5,10,51
2,1000,25964,5,5,20,51
1,10000,21863,5,5,20,51
0,20000,21842,5,5,20,51
2,1000,30232,5,5,50,51
1,10000,27123,5,5,50,51
0,20000,25305,5,5,50,51
2,1000,31923,5,8,10,51
1,10000,23320,5,8,10,51
0,20000,22711,5,8,10,51
2,1000,31295,5,8,20,51
1,10000,23970,5,8,20,51
0,20000,21931,5,8,20,51
2,1000,31294,5,8,50,51
1,10000,26970,5,8,50,51
0,20000,24149,5,8,50,51
2,1000,29146,2,3,10,52
1,10000,26490,2,3,10,52
0,20000,25628,2,3,10,52
2,1000,27794,2,3,20,52
1,10000,26124,2,3,20,52
0,20000,25075,2,3,20,52
2,1000,27434,2,3,50,52
1,10000,26736,2,3,50,52
0,20000,26243,2,3,50,52
2,1000,34241,2,5,10,52
1,10000,25391,2,5,10,52
0,20000,22622,2,5,10,52
2,1000,27384,2,5,20,52
1,10000,25253,2,5,20,52
0,20000,24058,2,5,20,52
2,1000,26538,2,5,50,52
1,10000,25765,2,5,50,52
0,20000,25168,2,5,50,52
2,1000,30427,2,8,10,52
1,10000,25653,2,8,10,52
0,20000,23632,2,8,10,52
2,1000,28567,2,8,20,52
1,10000,25546,2,8,20,52
0,20000,25054,2,8,20,52
2,1000,28235,2,8,50,52
1,10000,25052,2,8,50,52
0,20000,24787,2,8,50,52
2,1000,30818,3,3,10,52
1,10000,25987,3,3,10,52
0,20000,24084,3,3,10,52
2,1000,30271,3,3,20,52
1,10000,25991,3,3,20,52
0,20000,24618,3,3,20,52
2,1000,33135,3,3,50,52
1,10000,28429,3,3,50,52
0,20000,26909,3,3,50,52
2,1000,43517,3,5,10,52
1,10000,29303,3,5,10,52
0,20000,27742,3,5,10,52
2,1000,30883,3,5,20,52
1,10000,27704,3,5,20,52
0,20000,25095,3,5,20,52
2,1000,32369,3,5,50,52
1,10000,29216,3,5,50,52
0,20000,27161,3,5,50,52
2,1000,34098,3,8,10,52
1,10000,26808,3,8,10,52
0,20000,25647,3,8,10,52
2,1000,33693,3,8,20,52
1,10000,25933,3,8,20,52
0,20000,23511,3,8,20,52
2,1000,38586,3,8,50,52
1,10000,31950,3,8,50,52
0,20000,28840,3,8,50,52
2,1000,25117,5,3,10,52
1,10000,22621,5,3,10,52
0,20000,22135,5,3,10,52
2,1000,28167,5,3,20,52
1,10000,25578,5,3,20,52
0,20000,23190,5,3,20,52
2,1000,26474,5,3,50,52
1,10000,25093,5,3,50,52
0,20000,24582,5,3,50,52
2,1000,27571,5,5,10,52
1,10000,23430,5,5,10,52
0,20000,22445,5,5,10,52
2,1000,39369,5,5,20,52
1,10000,28327,5,5,20,52
0,20000,24083,5,5,20,52
2,1000,41564,5,5,50,52
1,10000,31552,5,5,50,52
0,20000,29772,5,5,50,52
2,1000,25368,5,8,10,52
1,10000,22958,5,8,10,52
0,20000,22897,5,8,10,52
2,1000,25540,5,8,20,52
1,10000,22928,5,8,20,52
0,20000,22543,5,8,20,52
2,1000,26897,5,8,50,52
1,10000,25425,5,8,50,52
0,20000,24411,5,8,50,52
2,1000,28179,2,3,10,53
1,10000,27415,2,3,10,53
0,20000,25300,2,3,10,53
2,1000,25497,2,3,20,53
1,10000,24317,2,3,20,53
0,20000,23140,2,3,20,53
2,1000,28406,2,3,50,53
1,10000,27147,2,3,50,53
0,20000,26324,2,3,50,53
2,1000,28696,2,5,10,53
1,10000,25896,2,5,10,53
0,20000,23550,2,5,10,53
2,1000,43367,2,5,20,53
1,10000,35044,2,5,20,53
0,20000,28120,2,5,20,53
2,1000,30674,2,5,50,53
1,10000,29507,2,5,50,53
0,20000,28944,2,5,50,53
2,1000,29804,2,8,10,53
1,10000,24284,2,8,10,53
0,20000,24129,2,8,10,53
2,1000,38676,2,8,20,53
1,10000,30177,2,8,20,53
0,20000,27185,2,8,20,53
2,1000,34264,2,8,50,53
1,10000,31774,2,8,50,53
0,20000,28976,2,8,50,53
2,1000,25147,3,3,10,53
1,10000,22520,3,3,10,53
0,20000,22328,3,3,10,53
2,1000,28162,3,3,20,53
1,10000,25101,3,3,20,53
0,20000,24434,3,3,20,53
2,1000,29475,3,3,50,53
1,10000,28164,3,3,50,53
0,20000,26935,3,3,50,53
2,1000,26266,3,5,10,53
1,10000,23515,3,5,10,53
0,20000,22559,3,5,10,53
2,1000,32910,3,5,20,53
1,10000,29981,3,5,20,53
0,20000,27001,3,5,20,53
2,1000,32253,3,5,50,53
1,10000,28506,3,5,50,53
0,20000,25949,3,5,50,53
2,1000,26767,3,8,10,53
1,10000,23793,3,8,10,53
0,20000,23558,3,8,10,53
2,1000,36435,3,8,20,53
1,10000,28120,3,8,20,53
0,20000,26244,3,8,20,53
2,1000,31454,3,8,50,53
1,10000,28941,3,8,50,53
0,20000,26575,3,8,50,53
2,1000,29851,5,3,10,53
1,10000,24921,5,3,10,53
0,20000,23996,5,3,10,53
2,1000,27067,5,3,20,53
1,10000,25940,5,3,20,53
0,20000,24008,5,3,20,53
2,1000,33993,5,3,50,53
1,10000,29962,5,3,50,53
0,20000,28188,5,3,50,53
2,1000,27586,5,5,10,53
1,10000,23525,5,5,10,53
0,20000,22953,5,5,10,53
2,1000,31116,5,5,20,53
1,10000,27587,5,5,20,53
0,20000,25598,5,5,20,53
2,1000,28188,5,5,50,53
1,10000,25830,5,5,50,53
0,20000,25035,5,5,50,53
2,1000,31365,5,8,10,53
1,10000,23834,5,8,10,53
0,20000,22648,5,8,10,53
2,1000,30964,5,8,20,53
1,10000,25432,5,8,20,53
0,20000,24246,5,8,20,53
2,1000,27391,5,8,50,53
1,10000,24064,5,8,50,53
0,20000,23633,5,8,50,53
2,1000,29595,2,3,10,54
1,10000,26434,2,3,10,54
0,20000,24372,2,3,10,54
2,1000,27815,2,3,20,54
1,10000,24803,2,3,20,54
0,20000,24104,2,3,20,54
2,1000,30438,2,3,50,54
1,10000,26900,2,3,50,54
0,20000,26069,2,3,50,54
2,1000,26397,2,5,10,54
1,10000,25626,2,5,10,54
0,20000,24551,2,5,10,54
2,1000,25648,2,5,20,54
1,10000,24023,2,5,20,54
0,20000,23698,2,5,20,54
2,1000,25626,2,5,50,54
1,10000,25129,2,5,50,54
0,20000,23712,2,5,50,54
2,1000,31358,2,8,10,54
1,10000,27823,2,8,10,54
0,20000,25897,2,8,10,54
2,1000,26412,2,8,20,54
1,10000,24748,2,8,20,54
0,20000,24575,2,8,20,54
2,1000,29102,2,8,50,54
1,10000,25192,2,8,50,54
0,20000,24673,2,8,50,54
2,1000,25786,3,3,10,54
1,10000,24476,3,3,10,54
0,20000,23925,3,3,10,54
2,1000,27003,3,3,20,54
1,10000,25338,3,3,20,54
0,20000,23357,3,3,20,54
2,1000,26089,3,3,50,54
1,10000,25134,3,3,50,54
0,20000,24186,3,3,50,54
2,1000,28200,3,5,10,54
1,10000,23641,3,5,10,54
0,20000,23588,3,5,10,54
2,1000,25971,3,5,20,54
1,10000,24638,3,5,20,54
0,20000,23599,3,5,20,54
2,1000,26848,3,5,50,54
1,10000,25797,3,5,50,54
0,20000,24950,3,5,50,54
2,1000,26170,3,8,10,54
1,10000,23810,3,8,10,54
0,20000,23249,3,8,10,54
2,1000,25246,3,8,20,54
1,10000,23279,3,8,20,54
0,20000,22873,3,8,20,54
2,1000,26673,3,8,50,54
1,10000,24891,3,8,50,54
0,20000,24799,3,8,50,54
2,1000,26638,5,3,10,54
1,10000,23980,5,3,10,54
0,20000,23542,5,3,10,54
2,1000,31462,5,3,20,54
1,10000,26382,5,3,20,54
0,20000,24807,5,3,20,54
2,1000,25015,5,3,50,54
1,10000,23602,5,3,50,54
0,20000,23177,5,3,50,54
2,1000,32863,5,5,10,54
1,10000,24358,5,5,10,54
0,20000,23189,5,5,10,54
2,1000,26969,5,5,20,54
1,10000,22248,5,5,20,54
0,20000,21988,5,5,20,54
2,1000,28973,5,5,50,54
1,10000,25291,5,5,50,54
0,20000,23783,5,5,50,54
2,1000,42374,5,8,10,54
1,10000,26942,5,8,10,54
0,20000,23724,5,8,10,54
2,1000,40004,5,8,20,54
1,10000,27692,5,8,20,54
0,20000,25791,5,8,20,54
2,1000,29982,5,8,50,54
1,10000,26957,5,8,50,54
0,20000,26126,5,8,50,54
2,1000,26469,2,3,10,55
1,10000,24543,2,3,10,55
0,20000,23348,2,3,10,55
2,1000,26424,2,3,20,55
1,10000,25312,2,3,20,55
0,20000,24233,2,3,20,55
2,1000,25738,2,3,50,55
1,10000,25386,2,3,50,55
0,20000,25278,2,3,50,55
2,1000,29547,2,5,10,55
1,10000,26466,2,5,10,55
0,20000,25203,2,5,10,55
2,1000,26275,2,5,20,55
1,10000,24757,2,5,20,55
0,20000,22790,2,5,20,55
2,1000,28430,2,5,50,55
1,10000,27119,2,5,50,55
0,20000,26254,2,5,50,55
2,1000,28019,2,8,10,55
1,10000,25676,2,8,10,55
0,20000,25059,2,8,10,55
2,1000,25546,2,8,20,55
1,10000,24752,2,8,20,55
0,20000,24472,2,8,20,55
2,1000,26102,2,8,50,55
1,10000,25691,2,8,50,55
0,20000,25352,2,8,50,55
2,1000,27711,3,3,10,55
1,10000,25424,3,3,10,55
0,20000,23868,3,3,10,55
2,1000,25916,3,3,20,55
1,10000,24621,3,3,20,55
0,20000,23240,3,3,20,55
2,1000,26554,3,3,50,55
1,10000,25601,3,3,50,55
0,20000,24428,3,3,50,55
2,1000,41879,3,5,10,55
1,10000,28199,3,5,10,55
0,20000,24476,3,5,10,55
2,1000,31904,3,5,20,55
1,10000,24757,3,5,20,55
0,20000,23971,3,5,20,55
2,1000,34123,3,5,50,55
1,10000,26481,3,5,50,55
0,20000,25337,3,5,50,55
2,1000,34221,3,8,10,55
1,10000,26064,3,8,10,55
0,20000,24051,3,8,10,55
2,1000,26949,3,8,20,55
1,10000,24779,3,8,20,55
0,20000,24058,3,8,20,55
2,1000,27240,3,8,50,55
1,10000,25490,3,8,50,55
0,20000,24267,3,8,50,55
2,1000,26982,5,3,10,55
1,10000,24741,5,3,10,55
0,20000,23465,5,3,10,55
2,1000,26483,5,3,20,55
1,10000,23213,5,3,20,55
0,20000,23170,5,3,20,55
2,1000,28944,5,3,50,55
1,10000,27097,5,3,50,55
0,20000,25484,5,3,50,55
2,1000,30310,5,5,10,55
1,10000,25663,5,5,10,55
0,20000,24829,5,5,10,55
2,1000,31722,5,5,20,55
1,10000,24634,5,5,20,55
0,20000,22494,5,5,20,55
2,1000,26715,5,5,50,55
1,10000,25434,5,5,50,55
0,20000,24503,5,5,50,55
2,1000,29688,5,8,10,55
1,10000,23452,5,8,10,55
0,20000,23156,5,8,10,55
2,1000,27098,5,8,20,55
1,10000,24886,5,8,20,55
0,20000,23348,5,8,20,55
2,1000,31127,5,8,50,55
1,10000,27788,5,8,50,55
0,20000,24979,5,8,50,55
2,1000,26707,2,3,10,56
1,10000,24790,2,3,10,56
0,20000,23434,2,3,10,56
2,1000,28579,2,3,20,56
1,10000,26499,2,3,20,56
0,20000,25274,2,3,20,56
2,1000,25895,2,3,50,56
1,10000,24356,2,3,50,56
0,20000,23907,2,3,50,56
2,1000,28901,2,5,10,56
1,10000,23773,2,5,10,56
0,20000,22894,2,5,10,56
2,1000,25643,2,5,20,56
1,10000,24483,2,5,20,56
0,20000,23450,2,5,20,56
2,1000,30113,2,5,50,56
1,10000,27393,2,5,50,56
0,20000,25114,2,5,50,56
2,1000,29634,2,8,10,56
1,10000,25583,2,8,10,56
0,20000,23646,2,8,10,56
2,1000,26581,2,8,20,56
1,10000,25186,2,8,20,56
0,20000,23180,2,8,20,56
2,1000,27272,2,8,50,56
1,10000,26508,2,8,50,56
0,20000,25506,2,8,50,56
2,1000,34162,3,3,10,56
1,10000,28016,3,3,10,56
0,20000,24683,3,3,10,56
2,1000,31159,3,3,20,56
1,10000,28912,3,3,20,56
0,20000,26496,3,3,20,56
2,1000,32801,3,3,50,56
1,10000,29119,3,3,50,56
0,20000,27003,3,3,50,56
2,1000,30059,3,5,10,56
1,10000,25389,3,5,10,56
0,20000,24665,3,5,10,56
2,1000,30441,3,5,20,56
1,10000,27422,3,5,20,56
0,20000,25038,3,5,20,56
2,1000,33225,3,5,50,56
1,10000,29617,3,5,50,56
0,20000,27406,3,5,50,56
2,1000,27635,3,8,10,56
1,10000,24545,3,8,10,56
0,20000,23269,3,8,10,56
2,1000,34017,3,8,20,56
1,10000,26702,3,8,20,56
0,20000,24302,3,8,20,56
2,1000,27602,3,8,50,56
1,10000,25714,3,8,50,56
0,20000,25009,3,8,50,56
2,1000,40423,5,3,10,56
1,10000,26343,5,3,10,56
0,20000,23644,5,3,10,56
2,1000,26253,5,3,20,56
1,10000,24442,5,3,20,56
0,20000,23356,5,3,20,56
2,1000,31195,5,3,50,56
1,10000,26128,5,3,50,56
0,20000,25129,5,3,50,56
2,1000,29419,5,5,10,56
1,10000,25520,5,5,10,56
0,20000,24082,5,5,10,56
2,1000,28924,5,5,20,56
1,10000,23465,5,5,20,56
0,20000,22769,5,5,20,56
2,1000,27996,5,5,50,56
1,10000,25972,5,5,50,56
0,20000,24989,5,5,50,56
2,1000,26071,5,8,10,56
1,10000,22735,5,8,10,56
0,20000,22515,5,8,10,56
2,1000,34264,5,8,20,56
1,10000,28680,5,8,20,56
0,20000,26063,5,8,20,56
2,1000,36870,5,8,50,56
1,10000,27101,5,8,50,56
0,20000,25607,5,8,50,56
2,1000,28541,2,3,10,57
1,10000,24482,2,3,10,57
0,20000,23426,2,3,10,57
2,1000,26843,2,3,20,57
1,10000,25761,2,3,20,57
0,20000,25172,2,3,20,57
2,1000,33516,2,3,50,57
1,10000,28835,2,3,50,57
0,20000,27550,2,3,50,57
2,1000,28608,2,5,10,57
1,10000,24205,2,5,10,57
0,20000,23699,2,5,10,57
2,1000,28133,2,5,20,57
1,10000,25037,2,5,20,57
0,20000,24357,2,5,20,57
2,1000,33713,2,5,50,57
1,10000,30202,2,5,50,57
0,20000,29921,2,5,50,57
2,1000,28318,2,8,10,57
1,10000,25465,2,8,10,57
0,20000,23972,2,8,10,57
2,1000,31844,2,8,20,57
1,10000,27132,2,8,20,57
0,20000,25091,2,8,20,57
2,1000,28584,2,8,50,57
1,10000,26687,2,8,50,57
0,20000,25820,2,8,50,57
2,1000,26086,3,3,10,57
1,10000,23581,3,3,10,57
0,20000,23487,3,3,10,57
2,1000,32274,3,3,20,57
1,10000,30424,3,3,20,57
0,20000,28866,3,3,20,57
2,1000,29803,3,3,50,57
1,10000,28070,3,3,50,57
0,20000,27354,3,3,50,57
2,1000,29536,3,5,10,57
1,10000,25969,3,5,10,57
0,20000,24767,3,5,10,57
2,1000,28192,3,5,20,57
1,10000,25373,3,5,20,57
0,20000,24099,3,5,20,57
2,1000,28437,3,5,50,57
1,10000,25353,3,5,50,57
0,20000,24614,3,5,50,57
2,1000,25928,3,8,10,57
1,10000,23379,3,8,10,57
0,20000,22235,3,8,10,57
2,1000,29789,3,8,20,57
1,10000,25907,3,8,20,57
0,20000,23804,3,8,20,57
2,1000,37303,3,8,50,57
1,10000,31053,3,8,50,57
0,20000,29593,3,8,50,57
2,1000,26940,5,3,10,57
1,10000,24186,5,3,10,57
0,20000,23782,5,3,10,57
2,1000,25331,5,3,20,57
1,10000,23588,5,3,20,57
0,20000,23061,5,3,20,57
2,1000,28203,5,3,50,57
1,10000,27245,5,3,50,57
0,20000,25730,5,3,50,57
2,1000,29365,5,5,10,57
1,10000,24020,5,5,10,57
0,20000,23376,5,5,10,57
2,1000,31489,5,5,20,57
1,10000,26421,5,5,20,57
0,20000,23947,5,5,20,57
2,1000,30820,5,5,50,57
1,10000,28301,5,5,50,57
0,20000,25375,5,5,50,57
2,1000,26269,5,8,10,57
1,10000,23744,5,8,10,57
0,20000,23503,5,8,10,57
2,1000,32606,5,8,20,57
1,10000,26980,5,8,20,57
0,20000,24182,5,8,20,57
2,1000,30692,5,8,50,57
1,10000,28425,5,8,50,57
0,20000,26440,5,8,50,57
2,1000,27422,2,3,10,58
1,10000,23899,2,3,10,58
0,20000,22884,2,3,10,58
2,1000,27238,2,3,20,58
1,10000,26376,2,3,20,58
0,20000,25734,2,3,20,58
2,1000,33700,2,3,50,58
1,10000,29080,2,3,50,58
0,20000,27108,2,3,50,58
2,1000,38908,2,5,10,58
1,10000,28912,2,5,10,58
0,20000,25695,2,5,10,58
2,1000,28817,2,5,20,58
1,10000,27458,2,5,20,58
0,20000,24555,2,5,20,58
2,1000,29388,2,5,50,58
1,10000,28321,2,5,50,58
0,20000,27378,2,5,50,58
2,1000,32361,2,8,10,58
1,10000,27297,2,8,10,58
0,20000,24624,2,8,10,58
2,1000,25826,2,8,20,58
1,10000,23748,2,8,20,58
0,20000,23069,2,8,20,58
2,1000,26271,2,8,50,58
1,10000,25496,2,8,50,58
0,20000,25242,2,8,50,58
2,1000,29431,3,3,10,58
1,10000,25006,3,3,10,58
0,20000,23203,3,3,10,58
2,1000,28841,3,3,20,58
1,10000,27284,3,3,20,58
0,20000,26717,3,3,20,58
2,1000,26242,3,3,50,58
1,10000,23021,3,3,50,58
0,20000,22433,3,3,50,58
2,1000,28596,3,5,10,58
1,10000,23981,3,5,10,58
0,20000,23550,3,5,10,58
2,1000,31698,3,5,20,58
1,10000,26575,3,5,20,58
0,20000,25295,3,5,20,58
2,1000,26454,3,5,50,58
1,10000,24057,3,5,50,58
0,20000,23739,3,5,50,58
2,1000,26753,3,8,10,58
1,10000,24279,3,8,10,58
0,20000,23644,3,8,10,58
2,1000,28605,3,8,20,58
1,10000,25268,3,8,20,58
0,20000,24429,3,8,20,58
2,1000,30340,3,8,50,58
1,10000,27889,3,8,50,58
0,20000,26346,3,8,50,58
2,1000,26266,5,3,10,58
1,10000,22985,5,3,10,58
0,20000,22039,5,3,10,58
2,1000,35770,5,3,20,58
1,10000,28333,5,3,20,58
0,20000,26271,5,3,20,58
2,1000,33722,5,3,50,58
1,10000,27367,5,3,50,58
0,20000,25433,5,3,50,58
2,1000,24780,5,5,10,58
1,10000,22257,5,5,10,58
0,20000,21873,5,5,10,58
2,1000,31795,5,5,20,58
1,10000,26844,5,5,20,58
0,20000,24967,5,5,20,58
2,1000,27954,5,5,50,58
1,10000,26949,5,5,50,58
0,20000,26077,5,5,50,58
2,1000,25459,5,8,10,58
1,10000,22360,5,8,10,58
0,20000,22292,5,8,10,58
2,1000,25913,5,8,20,58
1,10000,23931,5,8,20,58
0,20000,23660,5,8,20,58
2,1000,26673,5,8,50,58
1,10000,24482,5,8,50,58
0,20000,23573,5,8,50,58
2,1000,32861,2,3,10,59
1,10000,28420,2,3,10,59
0,20000,26295,2,3,10,59
2,1000,28600,2,3,20,59
1,10000,27826,2,3,20,59
0,20000,25717,2,3,20,59
2,1000,29462,2,3,50,59
1,10000,28604,2,3,50,59
0,20000,28091,2,3,50,59
2,1000,26227,2,5,10,59
1,10000,23604,2,5,10,59
0,20000,23023,2,5,10,59
2,1000,30189,2,5,20,59
1,10000,26043,2,5,20,59
0,20000,24398,2,5,20,59
2,1000,30476,2,5,50,59
1,10000,25533,2,5,50,59
0,20000,24420,2,5,50,59
2,1000,41200,2,8,10,59
1,10000,28152,2,8,10,59
0,20000,25303,2,8,10,59
2,1000,31135,2,8,20,59
1,10000,26450,2,8,20,59
0,20000,25733,2,8,20,59
2,1000,30841,2,8,50,59
1,10000,26531,2,8,50,59
0,20000,25245,2,8,50,59
2,1000,42395,3,3,10,59
1,10000,30924,3,3,10,59
0,20000,28481,3,3,10,59
2,1000,27803,3,3,20,59
1,10000,25542,3,3,20,59
0,20000,24504,3,3,20,59
2,1000,27953,3,3,50,59
1,10000,25031,3,3,50,59
0,20000,23872,3,3,50,59
2,1000,28276,3,5,10,59
1,10000,25327,3,5,10,59
0,20000,24711,3,5,10,59
2,1000,40086,3,5,20,59
1,10000,31820,3,5,20,59
0,20000,26778,3,5,20,59
2,1000,31518,3,5,50,59
1,10000,29249,3,5,50,59
0,20000,28038,3,5,50,59
2,1000,30138,3,8,10,59
1,10000,25238,3,8,10,59
0,20000,24190,3,8,10,59
2,1000,25810,3,8,20,59
1,10000,24498,3,8,20,59
0,20000,22993,3,8,20,59
2,1000,26893,3,8,50,59
1,10000,25855,3,8,50,59
0,20000,25064,3,8,50,59
2,1000,31184,5,3,10,59
1,10000,23979,5,3,10,59
0,20000,22480,5,3,10,59
2,1000,32597,5,3,20,59
1,10000,27876,5,3,20,59
0,20000,25133,5,3,20,59
2,1000,32494,5,3,50,59
1,10000,29539,5,3,50,59
0,20000,26250,5,3,50,59
2,1000,41836,5,5,10,59
1,10000,27686,5,5,10,59
0,20000,24304,5,5,10,59
2,1000,25784,5,5,20,59
1,10000,24180,5,5,20,59
0,20000,23474,5,5,20,59
2,1000,28028,5,5,50,59
1,10000,25186,5,5,50,59
0,20000,24516,5,5,50,59
2,1000,32042,5,8,10,59
1,10000,22990,5,8,10,59
0,20000,21841,5,8,10,59
2,1000,28659,5,8,20,59
1,10000,24749,5,8,20,59
0,20000,23794,5,8,20,59
2,1000,27232,5,8,50,59
1,10000,24312,5,8,50,59
0,20000,23729,5,8,50,59
2,1000,27048,2,3,10,60
1,10000,25630,2,3,10,60
0,20000,24454,2,3,10,60
2,1000,31226,2,3,20,60
1,10000,29104,2,3,20,60
