,Generation,Best Solution,m,n,k,Iteration
0,20000,22938,2,8,20,35
2,1000,26566,2,8,50,35
1,10000,25375,2,8,50,35
0,20000,24267,2,8,50,35
2,1000,29656,3,3,10,35
1,10000,26294,3,3,10,35
0,20000,24442,3,3,10,35
2,1000,26483,3,3,20,35
1,10000,24638,3,3,20,35
0,20000,23646,3,3,20,35
2,1000,28586,3,3,50,35
1,10000,26932,3,3,50,35
0,20000,26331,3,3,50,35
2,1000,26884,3,5,10,35
1,10000,24131,3,5,10,35
0,20000,22797,3,5,10,35
2,1000,32577,3,5,20,35
1,10000,27504,3,5,20,35
0,20000,25906,3,5,20,35
2,1000,31785,3,5,50,35
1,10000,27276,3,5,50,35
0,20000,25528,3,5,50,35
2,1000,29618,3,8,10,35
1,10000,25282,3,8,10,35
0,20000,25118,3,8,10,35
2,1000,26694,3,8,20,35
1,10000,25334,3,8,20,35
0,20000,24232,3,8,20,35
2,1000,34932,3,8,50,35
1,10000,28209,3,8,50,35
0,20000,27386,3,8,50,35
2,1000,30643,5,3,10,35
1,10000,24052,5,3,10,35
0,20000,22635,5,3,10,35
2,1000,29524,5,3,20,35
1,10000,24473,5,3,20,35
0,20000,23588,5,3,20,35
2,1000,31955,5,3,50,35
1,10000,28662,5,3,50,35
0,20000,27255,5,3,50,35
2,1000,25712,5,5,10,35
1,10000,23450,5,5,10,35
0,20000,22427,5,5,10,35
2,1000,25882,5,5,20,35
1,10000,22917,5,5,20,35
0,20000,22280,5,5,20,35
2,1000,25869,5,5,50,35
1,10000,24376,5,5,50,35
0,20000,22784,5,5,50,35
2,1000,28964,5,8,10,35
1,10000,25109,5,8,10,35
0,20000,23760,5,8,10,35
2,1000,27049,5,8,20,35
1,10000,24034,5,8,20,35
0,20000,24105,5,8,20,35
2,1000,27654,5,8,50,35
1,10000,25796,5,8,50,35
0,20000,24059,5,8,50,35
2,1000,28285,2,3,10,36
1,10000,26791,2,3,10,36
0,20000,26528,2,3,10,36
2,1000,39417,2,3,20,36
1,10000,34299,2,3,20,36
0,20000,29858,2,3,20,36
2,1000,27150,2,3,50,36
1,10000,24151,2,3,50,36
0,20000,23723,2,3,50,36
2,1000,32267,2,5,10,36
1,10000,26654,2,5,10,36
0,20000,25010,2,5,10,36
2,1000,31291,2,5,20,36
1,10000,27960,2,5,20,36
0,20000,25689,2,5,20,36
2,1000,33953,2,5,50,36
1,10000,30763,2,5,50,36
0,20000,29135,2,5,50,36
2,1000,32830,2,8,10,36
1,10000,25745,2,8,10,36
0,20000,24659,2,8,10,36
2,1000,28555,2,8,20,36
1,10000,24630,2,8,20,36
0,20000,23254,2,8,20,36
2,1000,26752,2,8,50,36
1,10000,25763,2,8,50,36
0,20000,24642,2,8,50,36
2,1000,30743,3,3,10,36
1,10000,27277,3,3,10,36
0,20000,23509,3,3,10,36
2,1000,27892,3,3,20,36
1,10000,26021,3,3,20,36
0,20000,25437,3,3,20,36
2,1000,26381,3,3,50,36
1,10000,25659,3,3,50,36
0,20000,25328,3,3,50,36
2,1000,25536,3,5,10,36
1,10000,23825,3,5,10,36
0,20000,23213,3,5,10,36
2,1000,26524,3,5,20,36
1,10000,24140,3,5,20,36
0,20000,23208,3,5,20,36
2,1000,27090,3,5,50,36
1,10000,24569,3,5,50,36
0,20000,23020,3,5,50,36
2,1000,27212,3,8,10,36
1,10000,22943,3,8,10,36
0,20000,21820,3,8,10,36
2,1000,27680,3,8,20,36
1,10000,24280,3,8,20,36
0,20000,23447,3,8,20,36
2,1000,26571,3,8,50,36
1,10000,24718,3,8,50,36
0,20000,24232,3,8,50,36
2,1000,26401,5,3,10,36
1,10000,24815,5,3,10,36
0,20000,24211,5,3,10,36
2,1000,31926,5,3,20,36
1,10000,25545,5,3,20,36
0,20000,24436,5,3,20,36
2,1000,28401,5,3,50,36
1,10000,26882,5,3,50,36
0,20000,26236,5,3,50,36
2,1000,25354,5,5,10,36
1,10000,22573,5,5,10,36
0,20000,21936,5,5,10,36
2,1000,39645,5,5,20,36
1,10000,28395,5,5,20,36
0,20000,24757,5,5,20,36
2,1000,26918,5,5,50,36
1,10000,25614,5,5,50,36
0,20000,24612,5,5,50,36
2,1000,34834,5,8,10,36
1,10000,24526,5,8,10,36
0,20000,23370,5,8,10,36
2,1000,30196,5,8,20,36
1,10000,24657,5,8,20,36
0,20000,23677,5,8,20,36
2,1000,26593,5,8,50,36
1,10000,24855,5,8,50,36
0,20000,23791,5,8,50,36
2,1000,29089,2,3,10,37
1,10000,27461,2,3,10,37
0,20000,25004,2,3,10,37
2,1000,30247,2,3,20,37
1,10000,26371,2,3,20,37
0,20000,25488,2,3,20,37
2,1000,26970,2,3,50,37
1,10000,24659,2,3,50,37
0,20000,23525,2,3,50,37
2,1000,34798,2,5,10,37
1,10000,27278,2,5,10,37
0,20000,25048,2,5,10,37
2,1000,28224,2,5,20,37
1,10000,24916,2,5,20,37
0,20000,24309,2,5,20,37
2,1000,29001,2,5,50,37
1,10000,27125,2,5,50,37
0,20000,26619,2,5,50,37
2,1000,26421,2,8,10,37
1,10000,24218,2,8,10,37
0,20000,23307,2,8,10,37
2,1000,35639,2,8,20,37
1,10000,29086,2,8,20,37
0,20000,27399,2,8,20,37
2,1000,27519,2,8,50,37
1,10000,25790,2,8,50,37
0,20000,24791,2,8,50,37
2,1000,27705,3,3,10,37
1,10000,24055,3,3,10,37
0,20000,22942,3,3,10,37
2,1000,25942,3,3,20,37
1,10000,24921,3,3,20,37
0,20000,24695,3,3,20,37
2,1000,26399,3,3,50,37
1,10000,25601,3,3,50,37
0,20000,25146,3,3,50,37
2,1000,46669,3,5,10,37
1,10000,30100,3,5,10,37
0,20000,25846,3,5,10,37
2,1000,30145,3,5,20,37
1,10000,26348,3,5,20,37
0,20000,25324,3,5,20,37
2,1000,30994,3,5,50,37
1,10000,28933,3,5,50,37
0,20000,28363,3,5,50,37
2,1000,30011,3,8,10,37
1,10000,23762,3,8,10,37
0,20000,23254,3,8,10,37
2,1000,25109,3,8,20,37
1,10000,23260,3,8,20,37
0,20000,21981,3,8,20,37
2,1000,27751,3,8,50,37
1,10000,24296,3,8,50,37
0,20000,23674,3,8,50,37
2,1000,30235,5,3,10,37
1,10000,25878,5,3,10,37
0,20000,24981,5,3,10,37
2,1000,45765,5,3,20,37
1,10000,33572,5,3,20,37
0,20000,28841,5,3,20,37
2,1000,28787,5,3,50,37
1,10000,25214,5,3,50,37
0,20000,24700,5,3,50,37
2,1000,30267,5,5,10,37
1,10000,24136,5,5,10,37
0,20000,23445,5,5,10,37
2,1000,27360,5,5,20,37
1,10000,24501,5,5,20,37
0,20000,23305,5,5,20,37
2,1000,24392,5,5,50,37
1,10000,23278,5,5,50,37
0,20000,22558,5,5,50,37
2,1000,27120,5,8,10,37
1,10000,23262,5,8,10,37
0,20000,22922,5,8,10,37
2,1000,24901,5,8,20,37
1,10000,22161,5,8,20,37
0,20000,21846,5,8,20,37
2,1000,26164,5,8,50,37
1,10000,22313,5,8,50,37
0,20000,22134,5,8,50,37
2,1000,46025,2,3,10,38
1,10000,33876,2,3,10,38
0,20000,31507,2,3,10,38
2,1000,34501,2,3,20,38
1,10000,31876,2,3,20,38
0,20000,28352,2,3,20,38
2,1000,28814,2,3,50,38
1,10000,24059,2,3,50,38
0,20000,23156,2,3,50,38
2,1000,26329,2,5,10,38
1,10000,24071,2,5,10,38
0,20000,22534,2,5,10,38
2,1000,29192,2,5,20,38
1,10000,25863,2,5,20,38
0,20000,24123,2,5,20,38
2,1000,27999,2,5,50,38
1,10000,25780,2,5,50,38
0,20000,25093,2,5,50,38
2,1000,27683,2,8,10,38
1,10000,25511,2,8,10,38
0,20000,24910,2,8,10,38
2,1000,27809,2,8,20,38
1,10000,24811,2,8,20,38
0,20000,24243,2,8,20,38
2,1000,28630,2,8,50,38
1,10000,27604,2,8,50,38
0,20000,27024,2,8,50,38
2,1000,34986,3,3,10,38
1,10000,28982,3,3,10,38
0,20000,25932,3,3,10,38
2,1000,27840,3,3,20,38
1,10000,26790,3,3,20,38
0,20000,25472,3,3,20,38
2,1000,28485,3,3,50,38
1,10000,27406,3,3,50,38
0,20000,25432,3,3,50,38
2,1000,32071,3,5,10,38
1,10000,25844,3,5,10,38
0,20000,23680,3,5,10,38
2,1000,27535,3,5,20,38
1,10000,24609,3,5,20,38
0,20000,24008,3,5,20,38
2,1000,28359,3,5,50,38
1,10000,27696,3,5,50,38
0,20000,26044,3,5,50,38
2,1000,28203,3,8,10,38
1,10000,24248,3,8,10,38
0,20000,23564,3,8,10,38
2,1000,26174,3,8,20,38
1,10000,23509,3,8,20,38
0,20000,22653,3,8,20,38
2,1000,29406,3,8,50,38
1,10000,28114,3,8,50,38
0,20000,25051,3,8,50,38
2,1000,26615,5,3,10,38
1,10000,22760,5,3,10,38
0,20000,22329,5,3,10,38
2,1000,32117,5,3,20,38
1,10000,26644,5,3,20,38
0,20000,24472,5,3,20,38
2,1000,27929,5,3,50,38
1,10000,27453,5,3,50,38
0,20000,26323,5,3,50,38
2,1000,29364,5,5,10,38
1,10000,25477,5,5,10,38
0,20000,24246,5,5,10,38
2,1000,27634,5,5,20,38
1,10000,25423,5,5,20,38
0,20000,24766,5,5,20,38
2,1000,31085,5,5,50,38
1,10000,28942,5,5,50,38
0,20000,24391,5,5,50,38
2,1000,39703,5,8,10,38
1,10000,24691,5,8,10,38
0,20000,24029,5,8,10,38
2,1000,26789,5,8,20,38
1,10000,23702,5,8,20,38
0,20000,23454,5,8,20,38
2,1000,28924,5,8,50,38
1,10000,26136,5,8,50,38
0,20000,24200,5,8,50,38
2,1000,26427,2,3,10,39
1,10000,25005,2,3,10,39
0,20000,23876,2,3,10,39
2,1000,29208,2,3,20,39
1,10000,25643,2,3,20,39
0,20000,25288,2,3,20,39
2,1000,26473,2,3,50,39
1,10000,25689,2,3,50,39
0,20000,25308,2,3,50,39
2,1000,30741,2,5,10,39
1,10000,26984,2,5,10,39
0,20000,25039,2,5,10,39
2,1000,26861,2,5,20,39
1,10000,25646,2,5,20,39
0,20000,23031,2,5,20,39
2,1000,26423,2,5,50,39
1,10000,25374,2,5,50,39
0,20000,25071,2,5,50,39
2,1000,26762,2,8,10,39
1,10000,24580,2,8,10,39
0,20000,23479,2,8,10,39
2,1000,29012,2,8,20,39
1,10000,25806,2,8,20,39
0,20000,24803,2,8,20,39
2,1000,29319,2,8,50,39
1,10000,26797,2,8,50,39
0,20000,26389,2,8,50,39
2,1000,26206,3,3,10,39
1,10000,25039,3,3,10,39
0,20000,23672,3,3,10,39
2,1000,27307,3,3,20,39
1,10000,25411,3,3,20,39
0,20000,24500,3,3,20,39
2,1000,26670,3,3,50,39
1,10000,25539,3,3,50,39
0,20000,25018,3,3,50,39
2,1000,30141,3,5,10,39
1,10000,26337,3,5,10,39
0,20000,23726,3,5,10,39
2,1000,26804,3,5,20,39
1,10000,24950,3,5,20,39
0,20000,24136,3,5,20,39
2,1000,27899,3,5,50,39
1,10000,25612,3,5,50,39
0,20000,24288,3,5,50,39
2,1000,25813,3,8,10,39
1,10000,24170,3,8,10,39
0,20000,23200,3,8,10,39
2,1000,32799,3,8,20,39
1,10000,24947,3,8,20,39
0,20000,23891,3,8,20,39
2,1000,29354,3,8,50,39
1,10000,26027,3,8,50,39
0,20000,24327,3,8,50,39
2,1000,35330,5,3,10,39
1,10000,27236,5,3,10,39
0,20000,24626,5,3,10,39
2,1000,27203,5,3,20,39
1,10000,26007,5,3,20,39
0,20000,24420,5,3,20,39
2,1000,26816,5,3,50,39
1,10000,26061,5,3,50,39
0,20000,25048,5,3,50,39
2,1000,26243,5,5,10,39
1,10000,23365,5,5,10,39
0,20000,22728,5,5,10,39
2,1000,25299,5,5,20,39
1,10000,23543,5,5,20,39
0,20000,22964,5,5,20,39
2,1000,26020,5,5,50,39
1,10000,24385,5,5,50,39
0,20000,24205,5,5,50,39
2,1000,25848,5,8,10,39
1,10000,23548,5,8,10,39
0,20000,22920,5,8,10,39
2,1000,26204,5,8,20,39
1,10000,23325,5,8,20,39
0,20000,23448,5,8,20,39
2,1000,28480,5,8,50,39
1,10000,26251,5,8,50,39
0,20000,24835,5,8,50,39
2,1000,27270,2,3,10,40
1,10000,24869,2,3,10,40
0,20000,23770,2,3,10,40
2,1000,26297,2,3,20,40
1,10000,25694,2,3,20,40
0,20000,24913,2,3,20,40
2,1000,27402,2,3,50,40
1,10000,26744,2,3,50,40
0,20000,25838,2,3,50,40
2,1000,26377,2,5,10,40
1,10000,23202,2,5,10,40
0,20000,22672,2,5,10,40
2,1000,28225,2,5,20,40
1,10000,24376,2,5,20,40
0,20000,23754,2,5,20,40
2,1000,32559,2,5,50,40
1,10000,28598,2,5,50,40
0,20000,26744,2,5,50,40
2,1000,25748,2,8,10,40
1,10000,23228,2,8,10,40
0,20000,22961,2,8,10,40
2,1000,30328,2,8,20,40
1,10000,27095,2,8,20,40
0,20000,24764,2,8,20,40
2,1000,31770,2,8,50,40
1,10000,26916,2,8,50,40
0,20000,25808,2,8,50,40
2,1000,35869,3,3,10,40
1,10000,27231,3,3,10,40
0,20000,24196,3,3,10,40
2,1000,29714,3,3,20,40
1,10000,26534,3,3,20,40
0,20000,25153,3,3,20,40
2,1000,30638,3,3,50,40
1,10000,28223,3,3,50,40
0,20000,26680,3,3,50,40
2,1000,29073,3,5,10,40
1,10000,24606,3,5,10,40
0,20000,23679,3,5,10,40
2,1000,33317,3,5,20,40
1,10000,28514,3,5,20,40
0,20000,25059,3,5,20,40
2,1000,36582,3,5,50,40
1,10000,31545,3,5,50,40
0,20000,29903,3,5,50,40
2,1000,29230,3,8,10,40
1,10000,24959,3,8,10,40
0,20000,24126,3,8,10,40
2,1000,26393,3,8,20,40
1,10000,24636,3,8,20,40
0,20000,24157,3,8,20,40
2,1000,28003,3,8,50,40
1,10000,24074,3,8,50,40
0,20000,23581,3,8,50,40
2,1000,27876,5,3,10,40
1,10000,24395,5,3,10,40
0,20000,22911,5,3,10,40
2,1000,31357,5,3,20,40
1,10000,28826,5,3,20,40
0,20000,26082,5,3,20,40
2,1000,28540,5,3,50,40
1,10000,25299,5,3,50,40
0,20000,24067,5,3,50,40
2,1000,30058,5,5,10,40
1,10000,24092,5,5,10,40
0,20000,23749,5,5,10,40
2,1000,27042,5,5,20,40
1,10000,24588,5,5,20,40
0,20000,23754,5,5,20,40
2,1000,28464,5,5,50,40
1,10000,26221,5,5,50,40
0,20000,25936,5,5,50,40
2,1000,26664,5,8,10,40
1,10000,22657,5,8,10,40
0,20000,22624,5,8,10,40
2,1000,37778,5,8,20,40
1,10000,25440,5,8,20,40
0,20000,23116,5,8,20,40
2,1000,28035,5,8,50,40
1,10000,23105,5,8,50,40
0,20000,22542,5,8,50,40
2,1000,30592,2,3,10,41
1,10000,28243,2,3,10,41
0,20000,27044,2,3,10,41
2,1000,30557,2,3,20,41
1,10000,27637,2,3,20,41
0,20000,27058,2,3,20,41
2,1000,26601,2,3,50,41
1,10000,24877,2,3,50,41
0,20000,24579,2,3,50,41
2,1000,31456,2,5,10,41
1,10000,26068,2,5,10,41
0,20000,24035,2,5,10,41
2,1000,33570,2,5,20,41
1,10000,29014,2,5,20,41
0,20000,27014,2,5,20,41
2,1000,27955,2,5,50,41
1,10000,25331,2,5,50,41
0,20000,24152,2,5,50,41
2,1000,31824,2,8,10,41
1,10000,25794,2,8,10,41
0,20000,23781,2,8,10,41
2,1000,31399,2,8,20,41
1,10000,27157,2,8,20,41
0,20000,25624,2,8,20,41
2,1000,37510,2,8,50,41
1,10000,31400,2,8,50,41
0,20000,29218,2,8,50,41
2,1000,36229,3,3,10,41
1,10000,28368,3,3,10,41
0,20000,25117,3,3,10,41
2,1000,31262,3,3,20,41
1,10000,26176,3,3,20,41
0,20000,25326,3,3,20,41
2,1000,39952,3,3,50,41
1,10000,34278,3,3,50,41
0,20000,31420,3,3,50,41
2,1000,41266,3,5,10,41
1,10000,26700,3,5,10,41
0,20000,25121,3,5,10,41
2,1000,32758,3,5,20,41
1,10000,24120,3,5,20,41
0,20000,23243,3,5,20,41
2,1000,42989,3,5,50,41
1,10000,35906,3,5,50,41
0,20000,31592,3,5,50,41
2,1000,26887,3,8,10,41
1,10000,23862,3,8,10,41
0,20000,22234,3,8,10,41
2,1000,38717,3,8,20,41
1,10000,26489,3,8,20,41
0,20000,24514,3,8,20,41
2,1000,26809,3,8,50,41
1,10000,24978,3,8,50,41
0,20000,24098,3,8,50,41
2,1000,27234,5,3,10,41
1,10000,23190,5,3,10,41
0,20000,22695,5,3,10,41
2,1000,32392,5,3,20,41
1,10000,27703,5,3,20,41
0,20000,23751,5,3,20,41
2,1000,26375,5,3,50,41
1,10000,25255,5,3,50,41
0,20000,24491,5,3,50,41
2,1000,43936,5,5,10,41
1,10000,28347,5,5,10,41
0,20000,24210,5,5,10,41
2,1000,32656,5,5,20,41
1,10000,25580,5,5,20,41
0,20000,24508,5,5,20,41
2,1000,30520,5,5,50,41
1,10000,26572,5,5,50,41
0,20000,25320,5,5,50,41
2,1000,29765,5,8,10,41
1,10000,24266,5,8,10,41
0,20000,22728,5,8,10,41
2,1000,36077,5,8,20,41
1,10000,29531,5,8,20,41
0,20000,27652,5,8,20,41
2,1000,29037,5,8,50,41
1,10000,24911,5,8,50,41
0,20000,23772,5,8,50,41
2,1000,27418,2,3,10,42
1,10000,24915,2,3,10,42
0,20000,23538,2,3,10,42
2,1000,30205,2,3,20,42
1,10000,25838,2,3,20,42
0,20000,25289,2,3,20,42
2,1000,29232,2,3,50,42
1,10000,26774,2,3,50,42
0,20000,26087,2,3,50,42
2,1000,29051,2,5,10,42
1,10000,26919,2,5,10,42
0,20000,24912,2,5,10,42
2,1000,30546,2,5,20,42
1,10000,26946,2,5,20,42
0,20000,25456,2,5,20,42
2,1000,28605,2,5,50,42
1,10000,27032,2,5,50,42
0,20000,26426,2,5,50,42
2,1000,30113,2,8,10,42
1,10000,24101,2,8,10,42
0,20000,23252,2,8,10,42
2,1000,40226,2,8,20,42
1,10000,29000,2,8,20,42
0,20000,26500,2,8,20,42
2,1000,26709,2,8,50,42
1,10000,25543,2,8,50,42
0,20000,24370,2,8,50,42
2,1000,28211,3,3,10,42
1,10000,26540,3,3,10,42
0,20000,24973,3,3,10,42
2,1000,29568,3,3,20,42
1,10000,27579,3,3,20,42
0,20000,26201,3,3,20,42
2,1000,33903,3,3,50,42
1,10000,30738,3,3,50,42
0,20000,27454,3,3,50,42
2,1000,26064,3,5,10,42
1,10000,23446,3,5,10,42
0,20000,23189,3,5,10,42
2,1000,27337,3,5,20,42
1,10000,24317,3,5,20,42
0,20000,23176,3,5,20,42
2,1000,28024,3,5,50,42
1,10000,26996,3,5,50,42
0,20000,26609,3,5,50,42
2,1000,30518,3,8,10,42
1,10000,25543,3,8,10,42
0,20000,24014,3,8,10,42
2,1000,28640,3,8,20,42
1,10000,24768,3,8,20,42
0,20000,23193,3,8,20,42
2,1000,28789,3,8,50,42
1,10000,25275,3,8,50,42
0,20000,24380,3,8,50,42
2,1000,31333,5,3,10,42
1,10000,25466,5,3,10,42
0,20000,23619,5,3,10,42
2,1000,26073,5,3,20,42
1,10000,23619,5,3,20,42
0,20000,22496,5,3,20,42
2,1000,27331,5,3,50,42
1,10000,25290,5,3,50,42
0,20000,24176,5,3,50,42
2,1000,26380,5,5,10,42
1,10000,23151,5,5,10,42
0,20000,22798,5,5,10,42
2,1000,26848,5,5,20,42
1,10000,24163,5,5,20,42
0,20000,23706,5,5,20,42
2,1000,28259,5,5,50,42
1,10000,26548,5,5,50,42
0,20000,23045,5,5,50,42
2,1000,26037,5,8,10,42
1,10000,22436,5,8,10,42
0,20000,21979,5,8,10,42
2,1000,25845,5,8,20,42
1,10000,22463,5,8,20,42
0,20000,21857,5,8,20,42
2,1000,28381,5,8,50,42
1,10000,25695,5,8,50,42
0,20000,24655,5,8,50,42
2,1000,30696,2,3,10,43
1,10000,25084,2,3,10,43
0,20000,23880,2,3,10,43
2,1000,27946,2,3,20,43
1,10000,25527,2,3,20,43
0,20000,25162,2,3,20,43
2,1000,29447,2,3,50,43
1,10000,28628,2,3,50,43
0,20000,26613,2,3,50,43
2,1000,40496,2,5,10,43
1,10000,28204,2,5,10,43
0,20000,26084,2,5,10,43
2,1000,28823,2,5,20,43
1,10000,27123,2,5,20,43
0,20000,25753,2,5,20,43
2,1000,42709,2,5,50,43
1,10000,37036,2,5,50,43
0,20000,34892,2,5,50,43
2,1000,26977,2,8,10,43
1,10000,22779,2,8,10,43
0,20000,22376,2,8,10,43
2,1000,26022,2,8,20,43
1,10000,24223,2,8,20,43
0,20000,23515,2,8,20,43
2,1000,28416,2,8,50,43
1,10000,25811,2,8,50,43
0,20000,25099,2,8,50,43
2,1000,34620,3,3,10,43
1,10000,25247,3,3,10,43
0,20000,24146,3,3,10,43
2,1000,28501,3,3,20,43
1,10000,26027,3,3,20,43
0,20000,24247,3,3,20,43
2,1000,25540,3,3,50,43
1,10000,23825,3,3,50,43
0,20000,23425,3,3,50,43
2,1000,30963,3,5,10,43
1,10000,24870,3,5,10,43
0,20000,23916,3,5,10,43
2,1000,27907,3,5,20,43
1,10000,26509,3,5,20,43
0,20000,23888,3,5,20,43
2,1000,32225,3,5,50,43
1,10000,28803,3,5,50,43
0,20000,26549,3,5,50,43
2,1000,32068,3,8,10,43
1,10000,26134,3,8,10,43
0,20000,24531,3,8,10,43
2,1000,30787,3,8,20,43
1,10000,26001,3,8,20,43
0,20000,24830,3,8,20,43
2,1000,27641,3,8,50,43
1,10000,25795,3,8,50,43
0,20000,24678,3,8,50,43
2,1000,33777,5,3,10,43
1,10000,26667,5,3,10,43
0,20000,24841,5,3,10,43
2,1000,31022,5,3,20,43
1,10000,27029,5,3,20,43
0,20000,24932,5,3,20,43
2,1000,30357,5,3,50,43
1,10000,27199,5,3,50,43
0,20000,26028,5,3,50,43
2,1000,25349,5,5,10,43
1,10000,22996,5,5,10,43
0,20000,22656,5,5,10,43
2,1000,25977,5,5,20,43
1,10000,24364,5,5,20,43
0,20000,24219,5,5,20,43
2,1000,26682,5,5,50,43
1,10000,25817,5,5,50,43
0,20000,23721,5,5,50,43
2,1000,32975,5,8,10,43
1,10000,26103,5,8,10,43
0,20000,24870,5,8,10,43
2,1000,28431,5,8,20,43
1,10000,24749,5,8,20,43
0,20000,24396,5,8,20,43
2,1000,27368,5,8,50,43
1,10000,24734,5,8,50,43
0,20000,24345,5,8,50,43
2,1000,31675,2,3,10,44
1,10000,26932,2,3,10,44
0,20000,23645,2,3,10,44
2,1000,31622,2,3,20,44
1,10000,27847,2,3,20,44
0,20000,24891,2,3,20,44
2,1000,30547,2,3,50,44
1,10000,28887,2,3,50,44
0,20000,27862,2,3,50,44
2,1000,28146,2,5,10,44
1,10000,25020,2,5,10,44
0,20000,23417,2,5,10,44
2,1000,26248,2,5,20,44
1,10000,25176,2,5,20,44
0,20000,24332,2,5,20,44
2,1000,30049,2,5,50,44
1,10000,25577,2,5,50,44
0,20000,24596,2,5,50,44
2,1000,34725,2,8,10,44
1,10000,26826,2,8,10,44
0,20000,24223,2,8,10,44
2,1000,27995,2,8,20,44
1,10000,25888,2,8,20,44
0,20000,24444,2,8,20,44
2,1000,30203,2,8,50,44
1,10000,27441,2,8,50,44
0,20000,25167,2,8,50,44
2,1000,36276,3,3,10,44
1,10000,28848,3,3,10,44
0,20000,26056,3,3,10,44
2,1000,31466,3,3,20,44
1,10000,27516,3,3,20,44
0,20000,26101,3,3,20,44
2,1000,31502,3,3,50,44
1,10000,28009,3,3,50,44
0,20000,26615,3,3,50,44
2,1000,26158,3,5,10,44
1,10000,24019,3,5,10,44
0,20000,23223,3,5,10,44
2,1000,28082,3,5,20,44
1,10000,26182,3,5,20,44
0,20000,24432,3,5,20,44
2,1000,36039,3,5,50,44
1,10000,31773,3,5,50,44
0,20000,27655,3,5,50,44
2,1000,30380,3,8,10,44
1,10000,24676,3,8,10,44
0,20000,23741,3,8,10,44
2,1000,34958,3,8,20,44
1,10000,24803,3,8,20,44
0,20000,23263,3,8,20,44
2,1000,30048,3,8,50,44
1,10000,27288,3,8,50,44
0,20000,25928,3,8,50,44
2,1000,26765,5,3,10,44
1,10000,24631,5,3,10,44
0,20000,23393,5,3,10,44
2,1000,26392,5,3,20,44
1,10000,24856,5,3,20,44
0,20000,24172,5,3,20,44
2,1000,26743,5,3,50,44
1,10000,25309,5,3,50,44
0,20000,25028,5,3,50,44
2,1000,24170,5,5,10,44
1,10000,22943,5,5,10,44
0,20000,22735,5,5,10,44
2,1000,28409,5,5,20,44
1,10000,24805,5,5,20,44
0,20000,23218,5,5,20,44
2,1000,25133,5,5,50,44
1,10000,24484,5,5,50,44
0,20000,23740,5,5,50,44
2,1000,25764,5,8,10,44
1,10000,21908,5,8,10,44
0,20000,21908,5,8,10,44
2,1000,31736,5,8,20,44
1,10000,24173,5,8,20,44
0,20000,22408,5,8,20,44
2,1000,27746,5,8,50,44
1,10000,24953,5,8,50,44
0,20000,24214,5,8,50,44
2,1000,26685,2,3,10,45
1,10000,24006,2,3,10,45
0,20000,23563,2,3,10,45
2,1000,30426,2,3,20,45
1,10000,28227,2,3,20,45
0,20000,26851,2,3,20,45
2,1000,25242,2,3,50,45
1,10000,25122,2,3,50,45
0,20000,24723,2,3,50,45
2,1000,25918,2,5,10,45
1,10000,24378,2,5,10,45
0,20000,23498,2,5,10,45
2,1000,27320,2,5,20,45
1,10000,25599,2,5,20,45
0,20000,25068,2,5,20,45
2,1000,25309,2,5,50,45
1,10000,24554,2,5,50,45
0,20000,24402,2,5,50,45
2,1000,33119,2,8,10,45
1,10000,25341,2,8,10,45
0,20000,22833,2,8,10,45
2,1000,27569,2,8,20,45
1,10000,26355,2,8,20,45
0,20000,25576,2,8,20,45
2,1000,31366,2,8,50,45
1,10000,27872,2,8,50,45
0,20000,26704,2,8,50,45
2,1000,32064,3,3,10,45
1,10000,25909,3,3,10,45
0,20000,24231,3,3,10,45
2,1000,28733,3,3,20,45
1,10000,24654,3,3,20,45
0,20000,23898,3,3,20,45
2,1000,28442,3,3,50,45
1,10000,25354,3,3,50,45
0,20000,25036,3,3,50,45
2,1000,29376,3,5,10,45
1,10000,24662,3,5,10,45
0,20000,23573,3,5,10,45
2,1000,32223,3,5,20,45
1,10000,27540,3,5,20,45
0,20000,25620,3,5,20,45
2,1000,30479,3,5,50,45
1,10000,26428,3,5,50,45
0,20000,25075,3,5,50,45
2,1000,24621,3,8,10,45
1,10000,23370,3,8,10,45
0,20000,23046,3,8,10,45
2,1000,26391,3,8,20,45
1,10000,24804,3,8,20,45
0,20000,24236,3,8,20,45
2,1000,26401,3,8,50,45
1,10000,24046,3,8,50,45
0,20000,23347,3,8,50,45
2,1000,26837,5,3,10,45
1,10000,24850,5,3,10,45
0,20000,24252,5,3,10,45
2,1000,34349,5,3,20,45
1,10000,27490,5,3,20,45
0,20000,24570,5,3,20,45
2,1000,30976,5,3,50,45
1,10000,28527,5,3,50,45
0,20000,26691,5,3,50,45
2,1000,26411,5,5,10,45
1,10000,22908,5,5,10,45
0,20000,22306,5,5,10,45
2,1000,35656,5,5,20,45
1,10000,26125,5,5,20,45
0,20000,24022,5,5,20,45
2,1000,41124,5,5,50,45
1,10000,30563,5,5,50,45
0,20000,28387,5,5,50,45
2,1000,29744,5,8,10,45
1,10000,24926,5,8,10,45
0,20000,22446,5,8,10,45
2,1000,38682,5,8,20,45
1,10000,27882,5,8,20,45
0,20000,24672,5,8,20,45
2,1000,32813,5,8,50,45
1,10000,28167,5,8,50,45
0,20000,25795,5,8,50,45
2,1000,31450,2,3,10,46
1,10000,28377,2,3,10,46
0,20000,27422,2,3,10,46
2,1000,34099,2,3,20,46
1,10000,31497,2,3,20,46
