iteration,best_solution,average_solution
804,26436,26608.66
805,26436,26608.66
806,26436,26608.66
807,26436,26608.66
808,26436,26590.78
809,26436,26590.78
810,26436,26590.78
811,26436,26590.78
812,26436,26590.78
813,26436,26590.78
814,26436,26590.78
815,26436,26590.78
816,26436,26590.78
817,26436,26590.78
818,26436,26590.78
819,26436,26613.5
820,26436,26613.5
821,26436,26613.5
822,26436,26613.5
823,26436,26613.5
824,26436,26613.5
825,26436,26613.5
826,26436,26613.5
827,26436,26471.0
828,26436,26471.0
829,26436,26471.0
830,26436,26471.0
831,26436,26448.28
832,26436,26448.28
833,26436,26448.28
834,26436,26448.28
835,26436,26448.28
836,26436,26448.28
837,26436,26448.28
838,26436,26448.28
839,26436,26448.28
840,26436,26448.28
841,26436,26448.28
842,26436,26448.28
843,26436,26448.28
844,26436,26448.28
845,26436,26448.28
846,26436,26448.28
847,26436,26448.28
848,26436,26448.28
849,26436,26448.28
850,26436,26448.28
851,26436,26448.28
852,26436,26448.28
853,26436,26448.28
854,26436,26448.28
855,26436,26475.72
856,26436,26475.72
857,26436,26475.72
858,26436,26475.72
859,26436,26475.72
860,26436,26523.42
861,26436,26523.42
862,26436,26523.42
863,26436,26523.42
864,26436,26523.42
865,26436,26523.42
866,26436,26523.42
867,26436,26523.42
868,26436,26523.42
869,26436,26523.42
870,26436,26523.42
871,26436,26590.18
872,26436,26590.18
873,26436,26590.18
874,26436,26590.18
875,26436,26590.18
876,26436,26590.18
877,26436,26692.18
878,26436,26679.9
879,26436,26789.56
880,26436,26789.56
881,26436,26789.56
882,26436,26789.56
883,26436,26789.56
884,26436,26789.56
885,26436,26789.56
886,26436,26927.42
887,26436,26927.42
888,26436,26927.42
889,26436,26927.42
890,26436,27037.52
891,26436,26989.82
892,26436,26973.1
893,26436,26973.1
894,26436,26973.1
895,26436,26871.1
896,26436,26843.66
897,26436,26733.56
898,26436,26733.56
899,26436,26623.9
900,26436,26623.9
901,26436,26743.4
902,26436,26765.54
903,26436,26765.54
904,26436,26765.54
905,26436,26823.16
906,26436,26892.88
907,26436,26892.88
908,26436,26826.12
909,26436,26780.32
910,26436,26785.9
911,26436,26785.9
912,26436,26766.94
913,26436,26766.94
914,26436,26766.94
915,26436,26761.36
916,26436,26810.3
917,26436,26810.3
918,26436,26810.3
919,26436,26845.14
920,26436,26845.14
921,26436,26845.14
922,26436,26797.58
923,26436,26797.58
924,26436,26797.58
925,26436,26797.58
926,26436,26713.8
927,26436,26713.8
928,26436,26713.8
929,26436,26713.8
930,26436,26713.8
